,label,file_name,angry,disgust,fear,happy,neutral,sad,surprise
0,0.0,1.강제추행(성범죄)_107943_label.wav,0.18984218,0.11498937,0.13937125,0.11012701,0.13509761,0.15075679,0.1598159
1,0.0,1.강제추행(성범죄)_108220_label.wav,0.1933785,0.2391323,0.1087581,0.10560818,0.122311324,0.09154112,0.13927051
2,0.0,1.강제추행(성범죄)_109497_label.wav,0.06198201,0.48214015,0.09437468,0.09572766,0.074728675,0.06814102,0.12290573
3,0.0,1.강제추행(성범죄)_109636_label.wav,0.18634868,0.1754366,0.12705773,0.13625664,0.116044044,0.11272576,0.1461305
4,0.0,1.강제추행(성범죄)_117375_label.wav,0.3049991,0.121018395,0.10557345,0.102989286,0.14649583,0.12659143,0.0923325
5,0.0,1.강제추행(성범죄)_119661_label.wav,0.1013012,0.18901435,0.12394935,0.11942769,0.16640244,0.12769514,0.1722098
6,0.0,1.강제추행(성범죄)_1218205_label.wav,0.12491209,0.3855645,0.049691856,0.07476413,0.054700125,0.2025245,0.10784281
7,0.0,1.강제추행(성범죄)_1229844_label.wav,0.12942429,0.53224355,0.032967906,0.045150228,0.031579595,0.18211627,0.0465181
8,0.0,1.강제추행(성범죄)_1229976_label.wav,0.07529562,0.1460376,0.047150422,0.091685966,0.064429045,0.5201062,0.0552951
9,0.0,1.강제추행(성범죄)_1234113_label.wav,0.072910115,0.07744926,0.054489534,0.07818933,0.1161007,0.52302146,0.07783958
10,0.0,1.강제추행(성범죄)_1234488_label.wav,0.05962537,0.74741787,0.02396173,0.0331361,0.06326203,0.04515578,0.027441125
11,0.0,1.강제추행(성범죄)_1234698_label.wav,0.09370827,0.47319922,0.04173512,0.04899858,0.072085574,0.21837686,0.051896375
12,0.0,1.강제추행(성범죄)_1236055_label.wav,0.16688825,0.14943159,0.066541694,0.11130097,0.09985343,0.2993494,0.10663467
13,0.0,1.강제추행(성범죄)_1236106_label.wav,0.067810215,0.6922589,0.023842549,0.035669174,0.029835604,0.12285537,0.027728088
14,0.0,1.강제추행(성범죄)_1236354_label.wav,0.058155734,0.6245156,0.025088955,0.03275067,0.033272177,0.1948621,0.03135475
15,0.0,1.강제추행(성범죄)_1236891_label.wav,0.19022556,0.2643424,0.042836133,0.0542347,0.059566475,0.29846966,0.090325095
16,0.0,1.강제추행(성범죄)_1236994_label.wav,0.102513686,0.47845927,0.03362754,0.04485857,0.060753934,0.18341179,0.096375264
17,0.0,1.강제추행(성범죄)_1237160_label.wav,0.11506395,0.30152684,0.048882637,0.06518783,0.10355363,0.26741856,0.09836646
18,0.0,1.강제추행(성범죄)_1237184_label.wav,0.05939438,0.6667536,0.03062362,0.043623086,0.05824314,0.061493173,0.07986903
19,0.0,1.강제추행(성범죄)_1237354_label.wav,0.100916654,0.43171373,0.040564243,0.055241514,0.06778364,0.21150625,0.09227399
20,0.0,1.강제추행(성범죄)_1237415_label.wav,0.094364524,0.6249034,0.03183251,0.036785193,0.03186583,0.11499777,0.06525076
21,0.0,1.강제추행(성범죄)_1237557_label.wav,0.10901376,0.23949713,0.052968927,0.07171001,0.134013,0.31820032,0.07459686
22,0.0,1.강제추행(성범죄)_1237589_label.wav,0.091728576,0.45320544,0.038788177,0.044044577,0.069627255,0.21960866,0.08299729
23,0.0,1.강제추행(성범죄)_1237634_label.wav,0.09947168,0.34434325,0.048309006,0.06484481,0.057554625,0.28848743,0.09698916
24,0.0,1.강제추행(성범죄)_1237735_label.wav,0.0854085,0.35798678,0.051238064,0.053008795,0.14841609,0.15241383,0.15152797
25,0.0,1.강제추행(성범죄)_1237885_label.wav,0.07998886,0.0860326,0.047304917,0.07122782,0.057608236,0.5965201,0.061317466
26,0.0,1.강제추행(성범죄)_1246405_label.wav,0.16069081,0.52507204,0.051315017,0.06468129,0.04461245,0.076681435,0.07694695
27,0.0,1.강제추행(성범죄)_1246493_label.wav,0.17784473,0.29561833,0.08459805,0.12663874,0.06674602,0.14643613,0.10211803
28,0.0,1.강제추행(성범죄)_1246515_label.wav,0.17604223,0.21235959,0.080071606,0.110408716,0.08574223,0.24817021,0.08720537
29,0.0,1.강제추행(성범죄)_1247771_label.wav,0.14376776,0.20789476,0.04671567,0.074348986,0.07204232,0.35616648,0.09906401
30,0.0,1.강제추행(성범죄)_1273869_label.wav,0.24490504,0.14498477,0.10421126,0.15203248,0.079816416,0.09411434,0.17993571
31,0.0,1.강제추행(성범죄)_128903_label.wav,0.075749375,0.24604744,0.118231796,0.12345987,0.08582379,0.09222841,0.25845936
32,0.0,1.강제추행(성범죄)_128946_label.wav,0.0877168,0.19101617,0.12176234,0.15473334,0.13489565,0.09986298,0.21001275
33,0.0,1.강제추행(성범죄)_129219_label.wav,0.12724447,0.12510781,0.10041573,0.17409427,0.15926622,0.13820073,0.17567077
34,0.0,1.강제추행(성범죄)_137365_label.wav,0.1870124,0.16817968,0.1344214,0.081266575,0.08907307,0.1524676,0.18757932
35,0.0,1.강제추행(성범죄)_141669_label.wav,0.22198385,0.1523657,0.1114017,0.10483209,0.14983407,0.11829459,0.1412881
36,0.0,1.강제추행(성범죄)_141715_label.wav,0.078474216,0.21244909,0.1327568,0.12137952,0.1181429,0.117817305,0.21898016
